lemma_slp1	example_slp1	example_sa	example_ru	example_work	example_passage	example_kind
savya	savya	savya	левый	02_ramayana-ayodhyakanda	92.13	translation
savyaBicAra	savyaBicAra	savyabhicāra	неопределенный	nyaya-bhashya	1.2.4	translation
savyapatrapa	savyapatrapa	savyapatrapa	со стыдом	02_ramayana-ayodhyakanda	92.16	translation
savyasAcin	savyasAcin	savyasācin	Савьясачин	01_mahabharata-adiparva	1.1.139-147	translation
savyatas	savyataH	savyataḥ	левее	07_mahabharata-dronaparva	7.91.9-15	translation
savyazWA	savyazWA	savyaṣṭhā	стоящий слева	08_atharvaveda	8.23	translation
savyetara	savyetaram	savyetaram	правую	05_mahabharata-udyogaparva	5.103.18-24	translation
sawA	sawAH	saṭāḥ	прядей	03_mahabharata-aranyakaparva	3.256.7-18	translation
sayAvan	sayAvarI	sayāvarī	появляющийся вместе	07_rigveda	31.8	translation
saya	saya	saya	с	08_mahabharata-karnaparva	8.26.61-69	translation
sayakzman	sayakzmaRaH	sayakṣmaṇaḥ	чахоточного	03_mahabharata-aranyakaparva	3.135.29-35	translation
sayatna	sayatna	sayatna	прилагает усилия	buddhacharita	9.66	translation
sayoga	sayogI	sa yogī	Йоге	bhagavadgita-1788	6.31	translation
sayoni	sayonI	sayonī	происходящую из одной утробы	01_rigveda	159.4	translation
sayuDizWira	sayuDizWirAn	sayudhiṣṭhirān	вместе с Юдхиштхирой	03_mahabharata-aranyakaparva	3.255.1-11	translation
sayugvan	sayugvA	sayugvā	с повозкой	ch-up	4.1.3	translation
sayuj	sayujA	sayujā	связанных друг с другом	01_rigveda	164.20	translation
seDA	seDA	sedhā	Отврати	06_rigveda	44.9	translation
seDa	seDa	sedha	Устрани	10_rigveda	25.7	translation
seSvara	seSvara	seśvara	вместе с владыкой	01_mahabharata-adiparva	1.85.2	translation
sedi	sedi	sedi	бессилие	04_atharvaveda	11.10	translation
sekAnta	sekAnte	sekānte	полив	raghuvamsha	1.48-53	translation
seka	sekena	sekena	окроплением	manavadharmashastra	5.124	translation
senA	senA	senā	войско	01_mahabharata-adiparva	1.2.15-28	translation
senADyakza	senADyakza	senādhyakṣa	военачальник	09_mahabharata-shalyaparva	9.26.47-54	translation
senANga	senANga	senāṅga	войско	raghuvamsha	15.8-11	translation
senAbindu	senAbindu	senābindu	Сенабинду	07_mahabharata-dronaparva	7.20.46-53	translation
senAcara	senAcara	senācara	воин	01_mahabharata-adiparva	1.120.14-21	translation
senAgni	senAgni	senāgni	жертвенному огню воинства	05_mahabharata-udyogaparva	5.124.1-11	translation
senAgopa	senAgopa	senāgopa	предводители войск	07_mahabharata-dronaparva	7.138.1-7	translation
senAgra	senAgra	senāgra	из первых рядов	06_mahabharata-bhishmaparva	6.53.7-24	translation
senAgraga	senAgragA	senāgragā	полководцы	05_ramayana-sundarakanda	46.4	translation
senAjIvin	senAjIvin	senājīvin	живущий за счет войска	05_mahabharata-udyogaparva	5.37.26-33	translation
senAkakza	senAkakza	senākakṣa	войска (противника) будут служить соломой	05_mahabharata-udyogaparva	5.164.12-18	translation
senAkarman	senAkarman	senākarman	готовкой войск	05_mahabharata-udyogaparva	5.6.10-17	translation
senAmuKa	senAmuKa	senāmukha	сенамукха	01_mahabharata-adiparva	1.2.15-28	translation
senAnI	senAnI	senānī	во главе	03_mahabharata-aranyakaparva	3.213.35-36	translation
senApati	senApatiH	senāpatiḥ	начальник войска	02_ramayana-ayodhyakanda	91.40	translation
senApatipati	senApatipati	senāpatipati	предводителем военачальников	05_mahabharata-udyogaparva	5.154.10-14	translation
senApatitva	senApatitva	senāpatitva	военачальниками	07_mahabharata-dronaparva	7.5.12-20	translation
senApatya	senApatya	senāpatya	командования войсками	manavadharmashastra	12.100	translation
senApraRetf	senApraRetA	senāpraṇetā	предводителем	07_mahabharata-dronaparva	7.5.5-11	translation
senAsamudaya	senAsamudaya	senāsamudaya	войска собрались	06_mahabharata-bhishmaparva	6.22.17-19	translation
senAvAha	senAvAhasya	senāvāhasya	полководца	04_mahabharata-virataparva	4.16.1-4	translation
sena	sena	sena	войско	02_ramayana-ayodhyakanda	14.56	translation
senajit	senajit	senajit	Сенаджит	buddhacharita	9.20	translation
sendrAyuDataqit	sendrAyuDataqit	sendrāyudhataḍit	сиянием радуги и блеском молнии	01_mahabharata-adiparva	1.125.8-15	translation
sendra	sendrAn	sendrān	с Индрой	01_ramayana-balakanda	29.5	translation
sendracApa	sendracApa	sendracāpa	на пересеченном луком Индры	03_mahabharata-aranyakaparva	3.221.1-10	translation
sendriya	sendriya	sendriya	снабженные индриями	nyaya-bhashya	3.2.19	translation
senya	senya	senya	метательное оружие	01_atharvaveda	20.2	translation
setu	setu	setu	плотину	02_ramayana-ayodhyakanda	18.23	translation
setubanDa	setubanDa	setubandha	плотина	07_mahabharata-dronaparva	7.62.1-8	translation
sev	sevita	sevita	посещают	01_mahabharata-adiparva	1.16.1-6	translation
sevA	sevA	sevā	долг сыновнего послушания	02_ramayana-ayodhyakanda	30.35	translation
sevADarma	sevADarma	sevādharma	служенья дхарма	shatakatrayam	1.47	translation
seva	seva	seva	Радуйся	03_ramayana-aranyakanda	55.29	translation
sevaka	sevaka	sevaka	служащих	manavadharmashastra	9.232	translation
sevana	sevana	sevana	услужение	manavadharmashastra	11.236	translation
sevi	sevinI	sevinī	привыкшую	02_ramayana-ayodhyakanda	97.23	translation
sevin	sevinIm	sevinīm	украшала	02_ramayana-ayodhyakanda	33.9	translation
sevitf	sevitA	sevitā	словно	03_ramayana-aranyakanda	59.13	translation
sevyA	sevyA	sevyā	служить	shatakatrayam	2.36	translation
sevya	sevya	sevya	поляны	02_ramayana-ayodhyakanda	33.23	translation
sezu	sezuRA	seṣuṇā	державшей стрелу	08_mahabharata-karnaparva	8.12.17-25	translation
sf	sasAra	sasāra	пошла	01_mahabharata-adiparva	1.6.1-8	translation
sfNkA	sfNkA	sṛṅkā	пути	kat-up	1.2.3	translation
sfRi	sfRyA	sṛṇyā	серпом	01_rigveda	58.4	translation
sfRya	sfRyA	sṛṇyā	серпом	01_rigveda	58.4	translation
sfYjaya	sfYjayam	sṛñjayam	Сринджая	01_mahabharata-adiparva	1.1.163-178	translation
sfbinda	sfbinda	sṛbinda	Срибинду	08_rigveda	32.2	translation
sfgAla	sfgAla	sṛgāla	Сригала	12_mahabharata-shantiparva	12.4.1-9	translation
sfgAlayoni	sfgAlayoni	sṛgālayoni	утроба шакала	manavadharmashastra	9.30	translation
sfj	sfja	sṛja	выпусти	01_atharvaveda	11.3	translation
sfja	sfja	sṛja	выпусти	01_atharvaveda	11.3	translation
sfka	sfke	sṛke	по клыку	01_rigveda	32.12	translation
sfkvan	sfkvARam	sṛkvāṇam	морде	01_rigveda	164.28	translation
sfkvi	sfkviRI	sṛkviṇī	уголки рта	07_mahabharata-dronaparva	7.109.1-7	translation
sfkviRI	sfkkiRI	sṛkkiṇī	уголки рта	03_mahabharata-aranyakaparva	3.125.1-10	translation
sfmara	sfmara	sṛmara	звери	02_ramayana-ayodhyakanda	29.3	translation
sfp	sarpa	sarpa	змеи	01_mahabharata-adiparva	1.3.10-16	translation
sfpra	sfprA	sṛprā	ползучими	03_rigveda	18.5	translation
sfpradAnu	sfpradAnum	sṛpradānum	чьи дары обильны	01_rigveda	96.3	translation
sfprakarasna	sfprakarasnam	sṛprakarasnam	того, чьи руки гибки	08_rigveda	32.10	translation
sfpravanDura	sfpravanDura	sṛpravandhura	с широким сиденьем	01_rigveda	181.3	translation
sfta	sfta	sṛta	отступал	06_mahabharata-bhishmaparva	6.50.39-59	translation
sfti	sftI	sṛtī	стези	06_mahabharata-bhishmaparva	6.30.27	translation
sftvara	sftvarI	sṛtvarī	струящихся	10_rigveda	75.1	translation
sfzwi	sfzwi	sṛṣṭi	поколение	01_mahabharata-adiparva	1.1.39-48	translation
sfzwimat	sfzwimAn	sṛṣṭimān	создатель	05_mahabharata-udyogaparva	5.126.36-46	translation
si	sitam	sitam	светлом	03_mahabharata-aranyakaparva	3.42.13-15	translation
siD	siziDuH	siṣidhuḥ	остановили	01_mahabharata-adiparva	1.2.2-12	translation
siDra	siDram	sidhram	достигающую цели	01_rigveda	142.8	translation
siMhA	siMhA	siṃhā	Львы	12_atharvaveda	1.49	translation
siMhAsana	siMhAsana	siṃhāsana	трон	02_ramayana-ayodhyakanda	14.39	translation
siMhAsanasTa	siMhAsanasTa	siṃhāsanastha	сидящего на троне	01_mahabharata-adiparva	1.189.14-21	translation
siMhAsya	siMhAsyam	siṃhāsyam	в пасть ко льву	08_mahabharata-karnaparva	8.40.53-63	translation
siMhI	siMhI	siṃhī	львицей	03_ramayana-aranyakanda	47.37	translation
siMhIkf	siMhIkaroti	siṃhīkaroti	делает подобными львам	02_mahabharata-sabhaparva	2.37.5-14	translation
siMha	siMha	siṃha	львиную	12_mahabharata-shantiparva	12.1.13-23	translation
siMhaSiSu	siMhaSiSu	siṃhaśiśu	львенок	06_mahabharata-bhishmaparva	6.57.1-5	translation
siMhacandra	siMhacandraH	siṃhacandraḥ	Симхачандра	07_mahabharata-dronaparva	7.133.32-37	translation
siMhadaMzwra	siMhadaMzwra	siṃhadaṃṣṭra	с зубами льва	01_mahabharata-adiparva	1.105.1-14	translation
siMhadarpa	siMhadarpa	siṃhadarpa	горделивые будто львы	16_mahabharata-mausalaparva	16.9.7-11	translation
siMhagrIva	siMhagrIva	siṃhagrīva	с львиноподобной шеей	05_mahabharata-udyogaparva	5.136.10-18	translation
siMhagupta	siMhaguptam	siṃhaguptam	охраняемому львами	05_mahabharata-udyogaparva	5.62.13-19	translation
siMhala	siMhala	siṃhala	синхалов	03_mahabharata-aranyakaparva	3.48.15-22	translation
siMhamuKI	siMhamuKI	siṃhamukhī	с мордами львов	05_ramayana-sundarakanda	22.36	translation
siMhanAda	siMhanAda	siṃhanāda	львиный рык	01_mahabharata-adiparva	1.4.12-15	translation
siMhapragarjana	siMhapragarjana	siṃhapragarjana	львиным рыком	05_mahabharata-udyogaparva	5.149.18-28	translation
siMhapura	siMhapura	siṃhapura	Синхапуру	02_mahabharata-sabhaparva	2.24.13-27	translation
siMharzaBa	siMharzaBa	siṃharṣabha	лев и бык	05_ramayana-sundarakanda	28.9	translation
siMhasaMhanana	siMhasaMhanana	siṃhasaṃhanana	телосложением напоминающий льва	05_mahabharata-udyogaparva	5.149.18-28	translation
siMhasena	siMhasena	siṃhasena	Синхасена	07_mahabharata-dronaparva	7.15.30-38	translation
siMhaskanDa	siMhaskanDa	siṃhaskandha	Львиноплечий	05_ramayana-sundarakanda	38.57	translation
siMhatuRqa	siMhatuRqa	siṃhatuṇḍa	синхатунда	manavadharmashastra	5.16	translation
siMhatva	siMhatva	siṃhatva	лев	raghuvamsha	2.34-40	translation
siMhavikrAnta	siMhavikrAntA	siṃhavikrāntā	отважные, словно львы	03_mahabharata-aranyakaparva	3.13.104-108	translation
siMhavikrAntagAmin	siMhavikrAntagAmin	siṃhavikrāntagāmin	обладающего горделивой походкой льва	05_ramayana-sundarakanda	25.16	translation
siMhavikrAntagati	siMhavikrAntagati	siṃhavikrāntagati	с гордой поступью льва	01_mahabharata-adiparva	1.186.9-15	translation
siMhavikrama	siMhavikrama	siṃhavikrama	преисполненные львиноподобной отваги	05_mahabharata-udyogaparva	5.92.20-26	translation
siMhavyAGra	siMhavyAGra	siṃhavyāghra	львы и тигры	03_mahabharata-aranyakaparva	3.146.42-51	translation
siMhavyAGranizevita	siMhavyAGranizevite	siṃhavyāghraniṣevite	львами и тиграми населенном	03_mahabharata-aranyakaparva	3.61.22-25	translation
siMhikA	siMhikA	siṃhikā	Симхика	05_ramayana-sundarakanda	1.184	translation
siMhonnatA	siMhonnata	siṃhonnata	львиный клич	03_mahabharata-aranyakaparva	3.18.6-7	translation
siYj	siYjAna	siñjāna	звеня	gitagovinda	11.23	translation
sic	sicyatAm	sicyatām	полита	02_ramayana-ayodhyakanda	3.17	translation
sidDA	sidDA	siddhā	совершенная	03_ramayana-aranyakanda	74.6	translation
sidDASrama	sidDASrama	siddhāśrama	Сиддхашрамой	01_ramayana-balakanda	29.18	translation
sidDAnta	sidDAnta	siddhānta	ученье	buddhacharita	12.16	translation
sidDArTA	sidDArTA	siddhārthā	стремясь к успеху	02_ramayana-ayodhyakanda	13.2	translation
sidDArTa	sidDArTa	siddhārtha	достигнув своей цели	01_mahabharata-adiparva	1.27.30-35	translation
sidDAsana	sidDAsane	siddhāsane	Сиддхасане	hatha-yoga-pradipika	1.34	translation
sidDa	sidDa	siddha	благочестивые	01_mahabharata-adiparva	1.4.9-11	translation
sidDadarSana	sidDadarSana	siddhadarśana	видение сиддхов	yoga-sutry_vyasa-bhashya	3.32	translation
sidDagraha	sidDagraha	siddhagraha	грахой-сиддхой	03_mahabharata-aranyakaparva	3.219.45-58	translation
sidDakzetra	sidDakzetra	siddhakṣetra	Поле Совершенных	03_mahabharata-aranyakaparva	3.83.81-83	translation
sidDamantra	sidDamantra	siddhamantra	преуспевших в мантрах	01_mahabharata-adiparva	1.38.27-30	translation
sidDapAda	sidDapAda	siddhapāda	Сиддхипада	hatha-yoga-pradipika	1.6	translation
sidDasaMGa	sidDasaNGa	siddhasaṅgha	сиддхи	03_mahabharata-aranyakaparva	3.294.35-40	translation
sidDasena	sidDasena	siddhasena	Суддхасена	shukasaptati	25.1	translation
sidDatA	sidDatA	siddhatā	оснований для успеха	kama-sutra	5.1.51	translation
sidDatva	sidDatvAt	siddhatvāt	при достижении	kama-sutra	2.1.31	translation
sidDavastu	sidDavastu	siddhavastu	реализованные объекты	vedartha-samgraha_ramanuja	115	translation
sidDeSvarI	sidDeSvarI	siddheśvarī	Сиддхешвари	shukasaptati	20.1	translation
sidDi	sidDi	siddhi	окончательного избавления	01_mahabharata-adiparva	1.2.230-231	translation
sidDida	sidDidam	siddhidam	дарующую совершенство	devi-gita	5.50	translation
sidDikAraRa	sidDikAraRa	siddhikāraṇa	действие, обеспечивающее блаженство	manavadharmashastra	10.62	translation
sidDikAraka	sidDikAraka	siddhikāraka	приносит успех	01_mahabharata-adiparva	1.38.3-12	translation
sidDilABa	sidDilABa	siddhilābha	обретения сиддхи	gitarthasamgraha-abhinavagupta	3.11	translation
sidDimat	sidDimantaM	siddhimantaṃ	сулящую успех	07_mahabharata-dronaparva	7.2.34-37	translation
sidDyarTam	sidDyarTam	siddhyartham	Исполнить	03_ramayana-aranyakanda	6.24	translation
sidDyasidDi	sidDyasidDi	siddhyasiddhi	успеха и неуспеха	06_mahabharata-bhishmaparva	6.40.26	translation
sikTaka	sikTaka	sikthaka	воском	kama-sutra	1.4.5	translation
sikatA	sikatA	sikatā	гальку	03_mahabharata-aranyakaparva	3.184.22-25	translation
sikatAvat	sikatAvatI	sikatāvatī	Песчаный	01_atharvaveda	17.4	translation
sikatila	sikatila	sikatila	песчаном	shatakatrayam-serebryakov	3.48	translation
