lemma_slp1	hom	pwg_sense_id	pwg_gloss	pwg_loci	mw_sense_id	mw_gloss	apte_sense_id	apte_gloss	confidence	note
karavIra		1f	N. pr. eines Nāga MBH. 1,1557 . eines Daitya H. an. MED	MAHĀBHĀRATA 1,1557 → vulg 1.35.12; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
karavIra		1g	N. eines Gebirges BHĀG. P. 5,16,28 . Vgl	BHĀGAVATAPURĀṆA 5,16,28					0.99	pilot; MW/Apte columns are inventory not sense-aligned
karavIra		1h	N. einer Stadt an der Veṇvā , von Padmavarṇa gegründet, HARIV. 5230 . 5281 . 529	HARIVAṂŚA im 4ten Bande des MBH. Aus die 5230; HARIVAṂŚA im 4ten Bande des MBH. Aus die 5281; HARIVAṂŚA im 4ten Bande des MBH. Aus die 5290					0.99	pilot; MW/Apte columns are inventory not sense-aligned
karavIra		2	f. rother Arsenik H. 1060	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1060					0.99	pilot; MW/Apte columns are inventory not sense-aligned
karavIra		3c	ein Bein. der Aditi H. an. MED. — Vgl	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		1	adj. blauhalsig: MBH. 10,454	MAHĀBHĀRATA 10,454 → vulg 10.8.136	mw:111469:1	nIla—kaRWa mfn. blue-necked, MBh. | nIla—kaRWa m. a peacock, MBh. ; Kāv. ; Suśr. a species of gallinule or water-hen (= dAtyUha ), L. | a wagtail, L. | a sparrow, L. | the blue-necked jay, L. | Ardea Sibirica , L. | a species of plant (= pIta-sAra ), L. | N. of Śiva (as having a black throat from swallowing the poison produced at the churning of the ocean), R. ; Hit. &amp;c. | N. of the celebrated Sch. on MBh. and of other authors (also -dIkzita , -nAga-nATa , -Bawwa , -BAratI , -miSra , -Sarman , -SAstrin , -SivA cArya , -sUnu , -sUri , ˚WA cArya ), Cat. | nIla—kaRWa n. a radish, L. | N. of a Tīrtha , Cat.			0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		2a	Pfau AK. 2,5,30 . H. 1319 . an. 4,67 . MBH. 3,14862 . SUŚR. 2,447,17 . ŚĀK. CH.	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,5,30; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1319; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 4,67					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		2c	Bachstelze H. an	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		2d	Sperling H. an. HALĀY. 2,88	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; HALĀYUDHA 2,88					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		2e	der blauhalsige Heher COLEBR. und LOIS. _zu_ AK. 3,4,10,42	? [Cologne Addition]; LOISELEUR DESLONGCHAMPS.; AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,10,42					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		2f	= H. an. Hyperanthera Moringa Vahl. WILS	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; WILSON'S Wörterbuch (GILD. Bibl. 37).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		2g	Bein. Śiva ʼs AK. 3,4,10,42 . H. 3 . 195 . HARIV. 7592 . 12260 . R. 5,89,41 . HI	AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,10,42; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 3; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 195					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		2h	N. pr. verschiedener Scholiasten und Autoren COLEBR. Misc. Ess. I, 334 . II, 57	COLEBROOKE'S Miscellaneous Essays. 2 Bän 334; COLEBROOKE'S Miscellaneous Essays. 2 Bän 57; WEBER'S Verzeichniss der Berliner Sanskr 406					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		3	n. Rettig RĀJAN. _im_ ŚKDR. — Vgl	RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		4	f. Titel eines von einem Nīlakaṇṭha verfassten Commentars HALL 69 ; vgl. unter	A contribution towards an index to the B 69					0.99	pilot; MW/Apte columns are inventory not sense-aligned
nIlakaRWa		5	n. N. pr. eines Tīrtha Verz. d. Oxf. H. 149,a,41	? [Cologne Addition] 149,a,41; Rājanighaṇṭu, RājNigh, Mūl., 14; Skandapurāṇa (Revākhaṇḍa), SkPur (Rkh), Revākhaṇḍa, 25, 2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	1	adj. ungeboren P. 3,2,101 , Sch. VOP. 26,33 . BṚH. ĀR. UP. 4,4,20 / 1〉 von Śiva	PĀṆINI'S acht Bücher grammatischer Regel 3,2,101; VOPADEVA'S Grammatik 26,33; BṚHADĀRAṆYAKOPANIṢAD 4,4,20	mw:1928:1	1. aja/ m. a drove, troop (of Marut s), AV. | a driver, mover, instigator, leader | N. of Indra , of Rudra , of one of the Marut s [ aja/ e/ka-pA/ , RV. , and aja/ e/ka-pAda , AV. ], of Agni , of the sun, of Brahmā , of Viṣṇu , of Śiva , of Kāma ( cf. 2. a-ja ) | the leader of a flock | a he-goat, ram [ cf. Gk. αἴξ , αἰγός ; Lith. oẓys ] | the sign Aries | the vehicle of Agni | beam of the sun ( Pūṣan ) | N. of a descendant of Viśvāmitra , and of Daśaratha 's or Dīrghabāhu 's father | N. of a mineral substance | of a kind of rice | of the moon | N. of a people, RV. vii, 18, 19 | of a class of Ṛṣi s, MBh. | 2. a-ja/ mfn. not born, existing from all eternity | a-ja/ m. N. of the first uncreated being, RV. ; AV. | Brahmā , Viṣṇu , Śiva , Kāma	ap90:352:1	aja a. [ na jAyate; jaR-qa . na . ta .] Unborn, existing from all eternity; yo mAmajamanAdiM ca vetti lokamaheSvaraM Bg. 10. 3 ; ajasya gfhRato janma R. 10. 24. | — jaH | 1 The ‘unborn,’ epithet of the Almighty Being; na hi jAto na jAye'haM na janizye kadAcana . kzetrajYaH sarvaBUtAnAM tasmAdahamajaH smftaH .. Mb. ; also a N. of Viṣṇu, Śiva or Brahmā. | 2 The (individual) soul ( jIva ); ajo nityaH SASvatoyaM purARo na hanyate hanyamAne SarIre Bg. 2. 20. | 3 A ram, hegoat [ ajena brahmaRA dakzayajYaBaMgasamaye mezarUpagrahaRena palAyamAnatvAt ajADizWitarUpavattvAt mezasya upacArAt ajatvaM Tv. ]. | 4 The sign Aries. | 5 A sort of corn or grain; ajEryazwavyaM tatrAjA vrIhayaH Pt. 3. | 6 Mover, leader ( Ved. ), said of Indra, Maruts, Rudra &amp;c.; a drove. | 7 N. of a mineral substance ( mAkzikaDAtu ). | 8 N. of the Moon or Kāmadeva ( At vizRorjAyate iti ; cf. caMdramA manaso jAtaH ). | 9 A vehicle of the sun. | 10 N. of the father of Daśaratha and grand-father of Rāma; so called because he was born on the Brāhma Muhūrta. | 11 N. of a Ṛṣi. | Comp. | — adaH [ ajaM attIti ; ad-GaY ] N. of the ancestor of a warrior tribe, P. IV. 1. 71. | — adanI [ ajEH tfptyA anyEH duHKasparSatvepi adyate ; ad karmaRi lyuw ] a kind of prickly nightshade, durAlaBA ( Mar. DamAsA ). | — aMtrI ( pb ) [ ajasya aMtramiva aMtraM tadAkAravatI maMjarI yasyAH ] N. of a potherb Convolvulus Argenteus, nIlabuhnA . | — avikaM [ ajAScAvayaSca tezAM samAhAraH dvaMdva ] goats and sheep; small cattle; ajAvike tu saMrudDe Ms. 8 235. | — aSvaM goats and horses. | — (SvaH) the Sun or Pūṣan, who has goats for his horses. | — ekapAd-daH [ ajasya CAgasya ekaH pAda iva pAdo yasya ] N. of one of the 11 Rudras, or of the asterism pUrvABAdrapadA presided over by that deity. | — eqakaM [ ajASca eqakASca tezAM samAhAraH ] goats and rams. | — karRaH , | — karRakaH [ ajasya karRa iva parRaM yasya-svArTe kan ] N. of the plant asanavfkza Terminalia Alata Tomentosa; of another tree sAla Shorea Robusta. | — gaMDA [ ajasya gaMDa iva gaMDo yasyAH sA ] the shrubby basil, vanayAmAnI . | — gaMDikA a kind of varvarISAka ( Mar. tilavaRI, kAnaPoqI ). | — gaMDinI = ajaSfMgI q. v. | — garaH [ ajaM CAgaM girati Bakzayati; gF-ac ] a huge serpent (boa constrictor) who is said to swallow goats. | — (rI) N. of a plant. | — gala See ajAgala below. | — gallikA [ ajasya galla iva ] an infantile disease (Mentagra). | — jIvaH, -jIvikaH [ ajEstaccAraRena jIvati ; ajA eva jIvikA yasya vA ] a goatherd; so | — ˚paH, -˚pAlaH . | — daMqI [ ajasya brahmaRo daMqo yasyAH sA ] brahmadaMqI a kind of plant ( brahmaRo yajYArTadaMqasya tadIyakAzWena karaRAt taTAtvaM ). | — devatA | 1 N. of the 25th asterism. | 2 fire, the presiding deity of goats ( rOdrI DenurvinirdizwA CAga Agneya ucyate ). | — nAmakaH [ ajaH nAma yasya saH kap ] a mineral substance. | — patiH | 1 the best of goats. | 2 N. of Mars; lord of the sign Aries. | — paTaH = ajavITiH q. v. | — padaH , | — pAd -daH N. of a Rudra; See ajEkapAda above. | — baMDuH [ ajasya baMDuriva mUrKatvAt ] a fool (silly like the goat). | — BakzaH [ ajErBakzyate asO Bakz-karmaRi GaY ] N. of the varvarI plant (the leaves of which are very dear to goats). | — mAyu a. Ved. bleating like a goat. | — mAraH [ ajaM mArayati vikrayArTaM; mf-Ric-aR ] | 1 a butcher. | 2 N. of a country (the modern Ajmeer, which, it is supposed, formerly abounded in butchers). | — mIQaH [ ajo mIQo yajYe sikto yatra ba .] | 1 N. of the place called Ajmeer. | 2 N. of the eldest son of Hasti, born in the family of Puru, son of Yayāti. | 3 surname of Yudhiṣṭhira. | — muKa a. goat-faced. | — (KaH) N. of a Prajāpati (Dakṣa.) When Dakṣa reviled Śiva at his sacrificial session, Vīrabhadra pulled out his face, and afterwards at the request of Śiva himself he put up a goat's face in place of the original human… | — (KI) N. of a ( pb ) Rākṣasī kept to watch over Sītā in the Aśoka garden at Laṅkā. | — modA , | — modikA [ ajasya moda iva modo gaMDo yasyAH , ajaM modayatIti vA ] N. of a very useful medicinal plant, Common Carroway; the species called Apium Involucratum or Ligusticum Ajowan ( Mar. oMvA ). | — laMbanaM [ aja iva laMbyate gfhyate kfzRavarRatvAt karmaRi lyuw ] antimony. | — loman, -lomI -mA [ ajasya lomeva loma maMjarI yasya-syA vA ] cowage, Carpopogen Pruriens. | — vastiH [ ajasya vastiriva vastiryasya ] N. of a sage, or of a tribe sprung from him. | — vITiH -TI f. [ ajena brahmaRA nirmitA vITiH SAka . ta .] one of the three divisions of the southern path comprehending the three asterisms mUla , pUrvAzAQA and uttarAzAQA ; a sort of heavenly passage ( gaganasetu, yam… | 2 goat's path. | — SfMgI [ ajasya mezasya SfMgamiva PalaM yasyAH sA ] N. of plant, vizARI or Odina Wodier, highly medicinal, ( Mar. meMQaSiMgI ), See mezaSfMgI .	0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	2a	der Ungeborene, Ewige, unbestimmte Bezeichnung eines uranfänglichen, ungeschaffe	ṚGVEDA. Es wird nach Maṇḍala 1,67,5; ṚGVEDA. Es wird nach Maṇḍala 1, 164,6; ṚGVEDA. Es wird nach Maṇḍala 8,41,10					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	2b	Brahman TRIK. 3,3,81 . H. 211 . an. 2,65 . MED. j. 2 / b〉 CAURAP. 22 (nach dem S	TRIKĀṆḌAŚEṢA 3,3,81; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 211; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 2,65					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	2c	Viṣṇu AK. 3,4,32 . TRIK. H. 214 . an. 2,65 . MED. HARIV. S. 927, Z. 4, v. u. VOP	AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,32; TRIKĀṆḌAŚEṢA; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 214					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	2d	Śiva AK. H. an. MED	AMARAKOṢA nach der Ausgabe von COLEBROOK; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	2e	Kāmadeva TRIK. H. an. MED	TRIKĀṆḌAŚEṢA; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	2f	(in Folge einer gezwungenen Erklärung) eine Art Getreide: [Page1-0067] PAÑCAT. 1	PAÑCATANTRA. Pantschatantrum sive quinqu 167,1; PAÑCATANTRA. Pantschatantrum sive quinqu 167, 2; MAHĀBHĀRATA 12,12820. fg → vulg 12.337.3					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	2g	= MED. ( )	MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	2h	die Zeit BHĀG. P. 8,8,21	BHĀGAVATAPURĀṆA 8,8,21					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	3a	die unerzeugte ewige Natur ( ), ŚAṂK. _zu_ ŚVETĀŚV. UP. 1,9 . 4,5 ; vgl. 1. 1,c	ŚAṂKARA (ein Scholiast des ŚĀKUNTALA) un; ŚVETĀŚVATAROPANIṢAD in der Bibliotheca i 1,9; ŚVETĀŚVATAROPANIṢAD in der Bibliotheca i 4,5					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	3b	Māyā , als erste Śakti , PUR. _im_ ŚKDR. ; vgl. ŚAṂK. _zu_ ŚVETĀŚV. UP. 1,9 / b〉	PURĀṆA.; ŚABDAKALPADRUMA (GILD. Bibl. 371).; ŚAṂKARA (ein Scholiast des ŚĀKUNTALA) un					0.99	pilot; MW/Apte columns are inventory not sense-aligned
aja	2	4	n. N. eines Sāman Ind. St. 3,202,a	WEBER'S Indische Studien. 3,202,a					0.99	pilot; MW/Apte columns are inventory not sense-aligned
balin		1	adj. kräftig, kraftvoll P. 5,2,136 . H. 448 . ṚV. 10,85,2 . CHĀND. UP. 7,8,1 . M	PĀṆINI'S acht Bücher grammatischer Regel 5,2,136; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 448; ṚGVEDA. Es wird nach Maṇḍala 10,85,2	mw:143272:1	bali/n mfn. powerful, strong, mighty, stout, robust, RV. &amp;c. &amp;c. | bali/n m. a soldier, Inscr. ( cf. balasTa ) | N. of Vatsa-prī , MārkP. | (only L. ) a hog bull, buffalo, camel, kind of sheep, serpent, Phaseolus Radiatus , a sort of jasmine, the phlegmatic humour, N. of a Bala-rāma	ap90:21620:1	balin a. [ balamastyasya ini ] | 1 Strong, powerful, mighty; R. 16. 37 ; Ms. 7. 174. | 2 Stout, robust. | — m. | 1 A buffalo. | 2 A hog. | 3 A camel. | 4 A bull. | 5 A soldier. | 6 A kind of jasmine. | 7 The phlegmatic humour. | 8 An epithet of Balarāma.	0.99	pilot; MW/Apte columns are inventory not sense-aligned
balin		2d	Kameel JAṬĀDH. _im_ ŚKDR	JAṬĀDHARA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
balin		2e	Soldat ( vgl. ): AK. 2,8,2,30 . Inschr. in Journ. of the Am. Or. S. 6,543,9(?)	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,8,2,30; Journal of the American Oriental Society 6,543,9(?)					0.99	pilot; MW/Apte columns are inventory not sense-aligned
balin		2f	= Balarāma H. ś. 75 . ŚABDAR. _im_ ŚKDR	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 75; ŚABDARATNĀVALĪ; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
balin		2g	N. pr. eines Sohnes des Vatsaprī MĀRK. P. 118,2	MĀRKĀṆḌEYAPURĀṆA in der Bibliotheca indi 118,2					0.99	pilot; MW/Apte columns are inventory not sense-aligned
balin		2h	Phaseolus radiatus H. 1171	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 1171; Rasārṇava, RArṇ, 12, 304; Rāmāyaṇa, Rām, Ki, 47, 17					0.99	pilot; MW/Apte columns are inventory not sense-aligned
balin		2k	der phlegmatische Humor ( vgl. ) JAṬĀDH	JAṬĀDHARA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
balin		3	f. Sida cordifolia ( vgl. ) ŚABDAC. _im_ ŚKDR	ŚABDACANDRIKĀ; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		1	adj. f. in Flammen setzend, anfachend: MBH. 1,8455 . HARIV. 3550 . 3581 . R. 5,1	MAHĀBHĀRATA 1,8455 → vulg 1.229.28; HARIVAṂŚA im 4ten Bande des MBH. Aus die 3550; HARIVAṂŚA im 4ten Bande des MBH. Aus die 3581	mw:92843:1	dIpana mf( I )n. kindling, inflaming, setting on fire, MBh. ; Hariv. ; Kālid. | digestive, stimulating ( cf. agni- and anala- ), Suśr. | dIpana m. N. of certain digestive plants (= mayUra-SiKa , SAliYca-SAka or kAsa-marda ), L. | an onion, L. | dIpana n. the act of kindling &amp;c., R. ; Pañc. ; Daś. | promoting digestion, Suśr. | a digestive or tonic, Suśr. | the root of Tabernaemontana Coronaria ( cf. dIna ), L. | a partic. process to which minerals are subjected, Sarvad. | a partic. procedure with a magic formula, ib.	ap90:15470:1	dIpana a. [ dIp Ric lyuw vA ] | 1 Kindling, inflaming, &amp;c. | 2 Digestive, tonic. | 3 Exciting, animating, stimulating; Māl. 9. 46. | — naM | 1 Kindling, inflaming. | 2 A tonic stimulating digestion. | 3 Exciting, stimulating. | 4 Lighting, illuminating. | 5 Promoting digestion. | 6 Saffron.	0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		2b	ŚABDAK. _im_ ŚKDR	? [Cologne Addition]; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		2d	Zwiebel RĀJAN. _im_ ŚKDR	RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		3a	N. verschiedener Pflanzen: α〉 Ptychotis Ajowan Dec. — β〉 = . — γ〉 = RĀJAN. _im_	RĀJANIRGHAṆṬA; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		3b	als Titel eines Abschnittes im Tantrasāra wohl Bez. einer mystischen Formel Verz	? [Cologne Addition] 93,b,19; ebend. 93,a,6; ebend. 93,a, 7					0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		3c	N. pr. eines Wesens im Gefolge der Devī WILSON, Sel. Works 2,39	? [Cologne Addition] 2,39					0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		4a	das Anzünden: R. GORR. 1,4,85 . PAÑCAT. 194,12 . DAŚAK. _in_ BENF. Chr. 181,21 .	? [Cologne Addition] 1,4,85; PAÑCATANTRA. Pantschatantrum sive quinqu 194,12; DAŚAKUMĀRACARITA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		4b	Digestiv SUŚR. 2,433,8 . 462,12	SUŚRUTA 2,433,8; SUŚRUTA 2, 462,12					0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		4c	Saffran TRIK. 2,6,36 . H. 645	TRIKĀṆḌAŚEṢA 2,6,36; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 645					0.99	pilot; MW/Apte columns are inventory not sense-aligned
dIpana		4d	die Wurzel von Tabernaemontana coronaria R. Br. ŚKDR. nach RATNAM. , aber unsere	ŚABDAKALPADRUMA (GILD. Bibl. 371).; RATNAMĀLĀ; Rasādhyāya, RAdhy, 1, 115					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		1a	Wulst (an Ziegeln): ŚAT. BR. 8,6,1,11 . 13 . ebend. KĀTY. ŚR. 17,12,2 . 22,4,20	The ŚATAPATHABRĀHMAṆA in the Mādhyandina 8,6,1,11; The ŚATAPATHABRĀHMAṆA in the Mādhyandina 8,6,1, 13; ebend	mw:74724:1	cU/qa mfn. stupid (?), Divyāv. xxxv, 99 f. | cU/qa m. ( cf. kU/wa ) a sort of protuberance on a sacrificial brick, ŚBr. viii and KātyŚr. (also ifc. f( A ). ) | cU/qa m. or n. = ˚qA-karaRa , Yājñ. iii, 23 | cU/qa m. N. of a man (with the patr. Bhāgavitti ), ŚBr. xiv, 9, 3, 17 f. | cU/qa cf. cUla , coqa , cOla ; uc- , candra- , tAmra- , svarRa- ; paMca- and mahA-cUqA .			0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		1b	= die Cerimonie des Haarschneidens beim Kinde: YĀJÑ. 3,23 . Viell. n	YĀJÑAVALKYA'S Gesetzbuch. Sanskrit und D 3,23					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		1c	N. pr. eines Mannes mit dem patron. Bhāgavitti ŚAT. BR. 14,9,3,17 . 18	The ŚATAPATHABRĀHMAṆA in the Mādhyandina 14,9,3,17; The ŚATAPATHABRĀHMAṆA in the Mādhyandina 14,9,3, 18					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		2a	die Scheitelhaare; ein Büschel von Haaren auf dem Scheitel des Kopfes, welcher b	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,6,2,48; AMARAKOṢA nach der Ausgabe von COLEBROOK 3,4,26,195; HEMACANDRA'S ABHIDHĀNACINTĀMAṆI 571					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		2b	Hahnenkamm AK. 2,5,31 (der Kamm beim Pfau)	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,5,31					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		2c	ein Gemach auf dem Dache eines Hauses H. an. MED	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		2d	Gipfel überh. H. an. HIT. 9,5	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; HITOPADEŚA 9,5					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		2e	eine Art Armband H. an. MED	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		2f	Brunnen TRIK. 1,2,27	TRIKĀṆḌAŚEṢA 1,2,27					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		2g	ein best. Metrum COLEBR. Misc. Ess. II, 155 (4,. 87	COLEBROOKE'S Miscellaneous Essays. 2 Bän 155 (4,1). 87					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		2h	N. pr. eines Frauenzimmers (?) gaṇa zu P. 4,1,96 . — Vgl	PĀṆINI'S acht Bücher grammatischer Regel 4,1,96					0.99	pilot; MW/Apte columns are inventory not sense-aligned
cUqa		2i	Kopf HALĀY. 5,13 . — Vgl. noch	HALĀYUDHA 5,13					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tripuwa		1	adj. dreieckig: VYUTP. 213 / 1〉 lies dreifach zusammengelegt und vgl	VYUTPATTI oder MAHĀVYUTPATTI (s. Mél. as 213	mw:87954:1	tri—puwa mfn. threefold, Buddh. ; L. | tri—puwa m. a kind of pulse, VarBṛS. | = -kawa , L. | N. of a measure of length ( hasta-Beda ), L. | (in music) a kind of measure | a shore, L.			0.99	pilot; MW/Apte columns are inventory not sense-aligned
tripuwa		2a	eine Art Hülsenfrucht mit dreieckigem Korn, = H. an. 3,162 . = MED. ṭ. 44 . VARĀ	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA 3,162; MEDINĪKOṢA 44; VARĀHAMIHIRA'S BṚHATSAM̃HITĀ. 81 (80,a),17					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tripuwa		2b	= RATNAM. 8	RATNAMĀLĀ 8					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tripuwa		2c	Handfläche ( ) ŚABDAR. _im_ ŚKDR	ŚABDARATNĀVALĪ; ŚABDAKALPADRUMA (GILD. Bibl. 371).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tripuwa		2d	ein best. Längenmaass, = ŚABDAR. a cubit WILS	ŚABDARATNĀVALĪ; WILSON'S Wörterbuch (GILD. Bibl. 37).					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tripuwa		2e	Ufer H. an. MED	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
tripuwa		3a	Convolvulus Turpethum R. Br. , = AK. 2,4,3,26 . H. an. MED. RATNAM. 18 . = RĀJAN	AMARAKOṢA nach der Ausgabe von COLEBROOK 2,4,3,26; HEMACANDRA'S ANEKĀRTHASAM̃GRAHA; MEDINĪKOṢA					0.99	pilot; MW/Apte columns are inventory not sense-aligned
